car_park_no,address,car_park_type,type_of_parking_system,night_parking,Latitude,Longitude,,,,,
B51,BLK 611/616 BEDOK RESERVOIR ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.332146525,103.9163971,,,,,
B52,BLK 617/624 BEDOK RESERVOIR ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.333909154,103.9178925,,,,,
B53,BLK 625/629 BEDOK RESERVOIR ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.334251523,103.9151764,,,,,
B54,BLK 630/632 BEDOK RESERVOIR ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.333363771,103.9152069,,,,,
B57,BLK 701/708 BEDOK RESERVOIR ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.335843444,103.9190216,,,,,
B59,BLK 716/718/721 BEDOK RESERVOIR ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.337508917,103.9259644,,,,,
B6,BLK 204/209 NEW UPPER CHANGI ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.326330543,103.930336,,,,,
B60,BLK 722/725 BEDOK RESERVOIR ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.337232471,103.9290543,,,,,
B63,BLK 739/745 BEDOK RESERVOIR ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.33815372,103.9226151,,,,,
B65,BLK 155/172 BEDOK SOUTH ROAD/AVENUE 3,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.320032954,103.9456558,,,,,
B65L,BLK 152A BEDOK SOUTH ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.318234086,103.9476166,,,,,
B65M,BLK 154 BEDOK SOUTH ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.317889452,103.9463348,,,,,
B66,BLK 637A BEDOK RESERVOIR ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.330548167,103.9043427,,,,,
B67,BLK 649A JALAN TENAGA,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.332015753,103.906395,,,,,
B68,BLK 10A BEDOK SOUTH AVENUE 2,MULTI-STOREY CAR PARKS,COUPON PARKING,NIGHT PARKING,1.322504878,103.9369202,,,,,
B69,BLK 94A BEDOK NORTH AVENUE 4,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.333426237,103.9419708,,,,,
B6M,BLK 208A NEW UPPER CHANGI ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.325173259,103.9308853,,,,,
B6T,BLK 23 BEDOK SOUTH AVENUE 1,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.32371676,103.9325638,,,,,
B7,BLK 211/218 BEDOK NORTH STREET 1,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.325131297,103.9319229,,,,,
B70,BLK 201 BEDOK NORTH STREET 1,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.326289892,103.9279938,,,,,
B71,BLK 29C CHAI CHEE AVENUE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.324293852,103.9243011,,,,,
B72,BLK 660A JALAN TENAGA,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.33437705,103.9073868,,,,,
B73,BLK 651A JALAN TENAGA,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.332492232,103.9069672,,,,,
B74,BLK 671A JALAN DAMAI,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.33284688,103.9090576,,,,,
B75,BLK 613C BEDOK RESERVOIR ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.333070517,103.9176025,,,,,
B76,BLK 761A BEDOK RESERVOIR VIEW,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.335899591,103.9344177,,,,,
B77,BLK 765A BEDOK RESERVOIR VIEW,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.335690975,103.9363327,,,,,
B78,BLK 769A BEDOK RESERVOIR VIEW,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.33560884,103.938385,,,,,
B79,BLK 772A BEDOK RESERVOIR VIEW,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.336776137,103.9374084,,,,,
B7A,BLK 216/218 BEDOK NORTH STREET 1,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.327131748,103.9340363,,,,,
B7B,BEDOK CENTRAL,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.326521516,103.9348373,,,,,
B8,BLK 201/203 BEDOK NORTH STREET 1,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.325881481,103.9282761,,,,,
B80,BLK 739A BEDOK RESERVOIR ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.33826828,103.9233627,,,,,
B81,BLK 30A NEW UPPER CHANGI ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.323211074,103.9349442,,,,,
B82,BLK 509B BEDOK NORTH STREET 3,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.333864093,103.9304123,,,,,
B83,BLK 21A CHAI CHEE ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.326469064,103.9222717,,,,,
B84,BLK 215A BEDOK CENTRAL,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.326226115,103.9342041,,,,,
B85,BLK 184 BEDOK NORTH ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.326080203,103.9413605,,,,,
B86,BLK 114A BEDOK NORTH STREET 2,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.330720305,103.9355698,,,,,
B87,BLK 13A BEDOK SOUTH ROAD,MULTI-STOREY CAR PARKS,COUPON PARKING,NIGHT PARKING,1.320540667,103.9361954,,,,,
B88,BLK 34A BED0K SOUTH AVENUE 2,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.322273016,103.9383011,,,,,
B89,BLK 116A BEDOK NORTH ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.330959201,103.9372635,,,,,
B8B,BLK 222 BEDOK NORTH DRIVE,BASEMENT CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.324792147,103.927948,,,,,
B9,BLK 402/403 BEDOK NORTH AVENUE 3,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.330172658,103.933815,,,,,
B90,BLK 35A BEDOK SOUTH AVENUE 2,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.322537661,103.9396362,,,,,
B91,BLK 630 BEDOK RESERVOIR ROAD,BASEMENT CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.332797289,103.9142532,,,,,
B92,BLK 2A BEDOK SOUTH AVENUE 1,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.321697354,103.9339371,,,,,
B93,BLK 19A BEDOK SOUTH ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.320421815,103.9341736,,,,,
B94,BLK 513A BEDOK NORTH AVENUE 2,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.332260132,103.9293594,,,,,
B94A,BLK 512 TO 518, 554 BEDOK NORTH AVENUE 2,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.331303596,103.9291763,,,,
B95,BLK 220 BEDOK CENTRAL,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.325513005,103.9350815,,,,,
B96,BLK 219 BEDOK CENTRAL,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.324966311,103.9329529,,,,,
B97,BLK 714A BEDOK RESERVOIR ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.336155772,103.9235077,,,,,
B98,BLK 748 BEDOK RESERVOIR CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.336079478,103.9219131,,,,,
B99M,BLK 807 CHAI CHEE ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.327488065,103.92276,,,,,
BA1,BLK 106 BIDADARI PARK DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.333695412,103.8708267,,,,,
BA10,BLK 213 BIDADARI PARK DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.343029261,103.8728638,,,,,
BA2,BLK 117 ALKAFF CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.336904526,103.8732529,,,,,
BA3,BLK 101 BIDADARI PARK DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.336271644,103.8713226,,,,,
BA4,BLK 113 ALKAFF CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.335259199,103.8729477,,,,,
BA5,BLK 109 BIDADARI PARK DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.334339619,103.8726349,,,,,
BA6,BLK 201 WOODLEIGH LINK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.340253472,103.8721848,,,,,
BA7,BLK 206 WOODLEIGH LINK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.341820717,103.872139,,,,,
BA8,BLK 207 WOODLEIGH LINK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.341761708,103.8714752,,,,,
BA9,BLK 212 BIDADARI PARK DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.343128324,103.8759155,,,,,
BBB,BLK 231 BRAS BASAH BASEMENT CAR PARK,BASEMENT CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.296580076,103.8536606,,,,,
BBM1,BLK 188A BUKIT BATOK WEST AVENUE 6,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.34643662,103.7453842,,,,,
BBM2,BLK 628A BUKIT BATOK CENTRAL,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.350867033,103.7498856,,,,,
BBM3,BLK 289H BUKIT BATOK STREET 25,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.344506264,103.7599182,,,,,
BBM4,BLK 288H BUKIT BATOK STREET 25,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.345550656,103.7601776,,,,,
BBM5,BLK 290H BUKIT BATOK STREET 24,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.343242884,103.7579346,,,,,
BBM6,BLK 291F BUKIT BATOK STREET 24,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.342859626,103.7550507,,,,,
BBM7,BLK 154A BUKIT BATOK WEST AVENUE 8,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.347355366,103.7436981,,,,,
BBM8,BLK 622A BUKIT BATOK CENTRAL,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.349969268,103.7485123,,,,,
BBM9,BLK 395A BUKIT BATOK WEST AVENUE 5,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.36583066,103.75177,,,,,
BE10,BLKS 168-180 BISHAN STREET 13,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.347741008,103.8532944,,,,,
BE11,BLK 181-186 BISHAN STREET 13,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.349779487,103.8530426,,,,,
BE12,BLK 187-197 BISHAN STREET 13,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.350013614,103.8509598,,,,,
BE13,BLK 135A BISHAN STREET 12,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.344885588,103.8515244,,,,,
BE14,BLK 167A BISHAN STREET 13,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.347059131,103.8554306,,,,,
BE15,BLK 152A BISHAN STREET 11,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.345162749,103.8548355,,,,,
BE17,BISHAN PARK II,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.363007784,103.8476791,,,,,
BE18,BLK 441-455 SIN MING AVENUE/BRIGHT HILL DRIVE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.358351111,103.8310852,,,,,
BE19,BLK 503/504 BISHAN STREET 11,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.348855376,103.8482056,,,,,
BE20,BLK 505 BISHAN STREET 11,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.348891497,103.8486633,,,,,
BE21,BLK 506/509 BISHAN STREET 11,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.348624706,103.8490372,,,,,
BE22,BLK 511/513 BISHAN STREET 13,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.349436641,103.8496552,,,,,
BE23,BLK 514 BISHAN STREET 13,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.350095868,103.849762,,,,,
BE24,BLK 201/206 BISHAN STREET 23,SURFACE CAR PARKS,COUPON PARKING,NO,1.355332255,103.8474808,,,,,
BE25,BLK 207A BISHAN STREET 23,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.355154395,103.8483124,,,,,
BE26,BLK 207/212/216/217 BISHAN STREET 23,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.355895281,103.8484573,,,,,
BE27,BLK 212A BISHAN STREET 23,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.356656194,103.8486328,,,,,
BE28,BLK 213-215,218-227 BISHAN STREET 23,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.357925773,103.848053,,,,
BE29,BLK 228-231 BISHAN STREET 23,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.35745275,103.8459015,,,,,
BE3,BLK 401-408 SIN MING AVENUE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.362363815,103.834404,,,,,
BE30,BLK 231A BISHAN STREET 23,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.357463956,103.8464432,,,,,
BE31,BLK 232-237 BISHAN STREET 22,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.358866811,103.8460922,,,,,
BE32,BLK 237A BISHAN STREET 22,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.359171033,103.8466721,,,,,
BE33,BLK 238-245 BISHAN STREET 22,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.360170722,103.8448181,,,,,
BE34,BLK 246A BISHAN STREET 22,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.36096108,103.8436203,,,,,
BE35,BLK 246-256 BISHAN STREET 22,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.361420631,103.8430862,,,,,
BE36,BLK 278-281 BISHAN STREET 24,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.357495189,103.8445358,,,,,
BE37,BLK 282 BISHAN STREET 22,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.358007908,103.8444214,,,,,
BE38,BLK 283/284 BISHAN STREET 22,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.35889864,103.8445663,,,,,
BE39,BLK 263A BISHAN STREET 22,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.359196424,103.8419724,,,,,
BE3R,BLK 410A SIN MING AVENUE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.363185763,103.8354721,,,,,
BE4,BLK 101-116 BISHAN STREET 12,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.346495509,103.848381,,,,,
BE40,BLK 268A BISHAN STREET 24,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.35731113,103.8426437,,,,,
BE42,BLK 290A BISHAN STREET 24,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.355561733,103.8445511,,,,,
BE44,BLK 448A BRIGHT HILL DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.357830763,103.8316269,,,,,
BE45,BLK 275 BISHAN STREET 24,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.356308341,103.8436737,,,,,
BE5,BLK 117-134 BISHAN STREET 12,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.34617734,103.8509598,,,,,
BE6,BLK 135/138 BISHAN STREET 12,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.344748259,103.8518829,,,,,
BE7,BLK 139-144 BISHAN STREET 12,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.345004678,103.8530197,,,,,
BE8,BLK 145-150A, 151 BISHAN STREET 11,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.344436407,103.8553162,,,,
BE9,BLK 153-167 BISHAN STREET 13,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.347170234,103.8561859,,,,,
BH1,BLK 1 THOMSON ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.324991345,103.8424606,,,,,
BH2,BLK 2 BALESTIER ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.32604599,103.8427582,,,,,
BJ1,BLK 130-140 CASHEW ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.37395668,103.7693253,,,,,
BJ10,BLK 234-241 BUKIT PANJANG RING ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.378939271,103.7706528,,,,,
BJ11,BLK 242-245 BUKIT PANJANG RING ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.38076365,103.7718811,,,,,
BJ12,BLK 246-255 BANGKIT ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.380253315,103.7744904,,,,,
BJ13,BLK 270-277 BANGKIT ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.37700367,103.7747803,,,,,
BJ14,BLK 257 BANGKIT ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.378986955,103.7735291,,,,,
BJ15,BLK 259A BANGKIT ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.377494454,103.7737808,,,,,
BJ16,BLK 259A BANGKIT ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.377506495,103.7736206,,,,,
BJ17,BLK 401A FAJAR ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.381250262,103.7689438,,,,,
BJ18,BLK 401-408 FAJAR ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.380970001,103.7681122,,,,,
BJ19,BLK 409-419 FAJAR ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.384033799,103.7683868,,,,,
BJ2,BLK 141-151 GANGSA ROAD/PETIR ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.376134992,103.7666626,,,,,
BJ20,BLK 420-426 FAJAR ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.386057973,103.769783,,,,,
BJ21,BLK 427-435 BUKIT PANJANG RING ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.385944724,103.7706757,,,,,
BJ22,BLK 256/257/260 BANGKIT ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.378293753,103.7735062,,,,,
BJ23,BLK 258 BUKIT PANJANG RING ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.377634525,103.7729492,,,,,
BJ24,BLK 436-441 FAJAR ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.383267522,103.7704697,,,,,
BJ25,BLK 453A FAJAR ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.384899139,103.7717285,,,,,
BJ26,BLK 449A BUKIT PANJANG RING ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.38379693,103.7727051,,,,,
BJ27,BLK 442A FAJAR ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.382640481,103.7709503,,,,,
BJ28,BLK 170A LOMPANG ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.378924847,103.7655487,,,,,
BJ29,BLK 505A JELAPANG ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.384938121,103.7676849,,,,,
BJ3,BLK 101/129 GANGSA ROAD/PENDING ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.377310157,103.7693787,,,,,
BJ30,BLK 510A JELAPANG ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.38702929,103.7689819,,,,,
BJ31,BLK 513A JELAPANG ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.387938857,103.7674789,,,,,
BJ32,BLK 518A JELAPANG ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.386564016,103.7669373,,,,,
BJ33,BLK 234A BUKIT PANJANG RING ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.379119515,103.7720108,,,,,
BJ34,BLK 517A JELAPANG ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.387796044,103.7665176,,,,,
BJ35,BLK 521A JELAPANG ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.38704145,103.7659149,,,,,
BJ36,BLK 525A JELAPANG ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.386270404,103.7653351,,,,,
BJ37,BLK 529A JELAPANG ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.385432124,103.7646866,,,,,
BJ38,BLK 533A BUKIT PANJANG RING ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.385136724,103.7634277,,,,,
BJ39,BLK 537A BUKIT PANJANG RING ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.384231806,103.7628632,,,,,
BJ4,BLK 219/233 PETIR ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.375531435,103.7722549,,,,,
BJ40,BLK 541A BUKIT PANJANG RING ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.382825732,103.7629013,,,,,
BJ41,BLK 152A GANGSA ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.375512004,103.7654572,,,,,
BJ42,BLK 163A GANGSA ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.376921296,103.7642899,,,,,
BJ43,BLK 603A SENJA ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.381720424,103.7616806,,,,,
BJ44,BLK 177A LOMPANG ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.380648971,103.7649841,,,,,
BJ45,BLK 180A LOMPANG ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.378687978,103.765007,,,,,
BJ48,BLK 651A SENJA LINK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.387185812,103.7646027,,,,,
BJ49,BLK 611A/613A/615A/616A BUKIT PANJANG RING ROAD/SENJA ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.38489747,103.7614899,,,,,
BJ5,BLK 225A PETIR ROAD MSCP,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.374991536,103.7730789,,,,,
BJ50,BLK 468A SEGAR ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.388183951,103.7736893,,,,,
BJ51,BLK 181A JELEBU ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.379398465,103.7634659,,,,,
BJ52,BLK 185A JELEBU ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.379113317,103.7626343,,,,,
BJ53,BLK 480A SEGAR ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.389802814,103.7719345,,,,,
